source,entity,count,activities,birth_year,death_year,страна
Македонская_критика_французской_мысли,"Гавел, Вацлав",1.0,"['писатель', 'драматург', 'деятель']",1936.0,2011.0,Чехословакия
Македонская_критика_французской_мысли,"Либкнехт, Карл",1.0,"['политик', 'деятель']",1871.0,1919.0,Германский рейх
Македонская_критика_французской_мысли,"Ламарк, Жан Батист",1.0,"['учёный', 'философ']",1744.0,1829.0,Франция
Македонская_критика_французской_мысли,"Берия, Лаврентий Павлович",1.0,['деятель'],1899.0,1953.0,Российская империя
Македонская_критика_французской_мысли,"Достоевский, Фёдор Михайлович",1.0,"['писатель', 'публицист', 'философ', 'психолог']",1821.0,1881.0,Россия
Македонская_критика_французской_мысли,Кикин,1.0,"['художник', 'скульптор', 'священник']",,,
Македонская_критика_французской_мысли,"Сведенборг, Эммануил",1.0,"['учёный', 'политик', 'изобретатель']",1688.0,1772.0,Швеция
Непобедимое солнце,"Уэйтс, Том",6.0,"['актёр', 'певец', 'композитор']",1949.0,,США
Непобедимое солнце,Ганнибал,1.0,['военачальник'],,,Карфаген
Непобедимое солнце,Каракалла,106.0,['император'],,,Древний Рим
Непобедимое солнце,Эрот,1.0,['бог'],,,
Непобедимое солнце,Джалаладдин Руми,13.0,"['поэт', 'богослов']",1207.0,1273.0,Иран
Непобедимое солнце,Марк Аврелий,29.0,"['философ', 'император']",,,Древний Рим
Непобедимое солнце,Авит,2.0,['император'],,,Древний Рим
Непобедимое солнце,"Гёте, Иоганн Вольфганг фон",6.0,"['поэт', 'драматург', 'критик', 'режиссёр', 'учёный', 'деятель']",1749.0,1832.0,Саксен-Веймар-Эйзенах
Непобедимое солнце,Эпаминонд,2.0,['деятель'],,,Фивы
Непобедимое солнце,Марк Лициний Красс,22.0,"['деятель', 'полководец']",,,Древний Рим
Непобедимое солнце,Гелиодор (писатель),2.0,['писатель'],,,Эмеза
Непобедимое солнце,"Ерофеев, Венедикт Васильевич",1.0,['писатель'],1938.0,1990.0,СССР
Непобедимое солнце,"Ельцин, Борис Николаевич",1.0,['деятель'],1931.0,2007.0,СССР
Непобедимое солнце,Юстиниан I,3.0,['император'],,,Византия
Непобедимое солнце,Гиерокл,4.0,"['философ', 'святой']",,,
Непобедимое солнце,"Шопен, Фридерик",1.0,['композитор'],1810.0,1849.0,
Непобедимое солнце,Флавий,1.0,['император'],,,
Непобедимое солнце,"Левински, Моника",2.0,['психолог'],1973.0,,США
Непобедимое солнце,Аполлоний Тианский,6.0,['философ'],,,Тиана
Непобедимое солнце,Дарий I,4.0,['царь'],,,Держава Ахеменидов
Непобедимое солнце,"Баффетт, Уоррен",1.0,['предприниматель'],1930.0,,США
Непобедимое солнце,Калигула,6.0,['император'],,,Древний Рим
Непобедимое солнце,"Тургенев, Иван Сергеевич",1.0,"['писатель', 'поэт', 'драматург', 'переводчик', 'публицист']",1818.0,1883.0,Российская империя
Непобедимое солнце,Коммод,12.0,['император'],,,Древний Рим
Непобедимое солнце,"Турман, Ума",2.0,['актриса'],1970.0,,США
Непобедимое солнце,Элвис Пресли,2.0,"['актёр', 'музыкант', 'художник']",1935.0,1977.0,США
Непобедимое солнце,"Бор, Нильс",1.0,['деятель'],1885.0,1962.0,Датское королевство
Непобедимое солнце,"О’Коннор, Шинейд",1.0,"['актриса', 'композитор']",1966.0,2023.0,Ирландия
Непобедимое солнце,Юлия Домна,2.0,['правитель'],,,Древний Рим
Непобедимое солнце,"Абрамович, Роман Аркадьевич",1.0,['предприниматель'],1966.0,,СССР
Непобедимое солнце,Дионис,6.0,['бог'],,,
Непобедимое солнце,"Шварценеггер, Арнольд",2.0,"['актёр', 'деятель', 'предприниматель']",1947.0,,Австрия
Непобедимое солнце,Гай Юлий Цезарь,8.0,"['писатель', 'деятель', 'полководец']",,,Древний Рим
Непобедимое солнце,Филострат Старший,1.0,['писатель'],,,Древний Рим
Непобедимое солнце,Платон,5.0,['философ'],,,Древние Афины
Непобедимое солнце,"Дик, Филип Киндред",2.0,['писатель'],1928.0,1982.0,США
Непобедимое солнце,"Меркель, Ангела",1.0,['деятель'],1954.0,,Германия
Непобедимое солнце,"Кюстин, Астольф де",3.0,['писатель'],1790.0,1857.0,Франция
Непобедимое солнце,Нерон,5.0,['император'],,,Древний Рим
Непобедимое солнце,Элагабал (бог),29.0,"['бог', 'божество']",,,
Непобедимое солнце,Аристотель,3.0,['философ'],,,Стагир
Непобедимое солнце,Гелиогабал,99.0,['император'],,,Древний Рим
Непобедимое солнце,"Дюшан, Марсель",2.0,['художник'],1887.0,1968.0,Франция
Непобедимое солнце,Эон,2.0,"['богиня', 'божество']",,,
Непобедимое солнце,Эдип,2.0,['царь'],,,Фивы
Непобедимое солнце,Ра,1.0,"['бог', 'божество']",,,
Непобедимое солнце,"Толстой, Лев Николаевич",6.0,['публицист'],1828.0,1910.0,Российская империя
Непобедимое солнце,Фидий,2.0,"['скульптор', 'архитектор']",,,Древние Афины
Непобедимое солнце,Иисус Христос,1.0,"['святой', 'бог']",,,Иродианская Иудея
Непобедимое солнце,"Путин, Владимир Владимирович",11.0,['деятель'],1952.0,,СССР
Непобедимое солнце,"Эйнштейн, Альберт",1.0,['ученый'],1879.0,1955.0,Королевство Вюртемберг
Непобедимое солнце,"Круз, Том",1.0,"['сценарист', 'актёр']",1962.0,,США
Непобедимое солнце,Персефона,2.0,['богиня'],,,
Непобедимое солнце,"Кинг, Стивен",1.0,['писатель'],1947.0,,США
Непобедимое солнце,"Безос, Джефф",1.0,['предприниматель'],,,США
Непобедимое солнце,Чжуан-цзы,3.0,['философ'],,,царство Сун
Непобедимое солнце,"Леннон, Джон",3.0,"['писатель', 'поэт', 'музыкант', 'певец', 'композитор', 'художник']",1940.0,1980.0,Великобритания
Непобедимое солнце,Эхнатон,3.0,['правитель'],,,Древний Египет
Непобедимое солнце,"Джобс, Стив",3.0,"['предприниматель', 'изобретатель']",1955.0,2011.0,США
Непобедимое солнце,Гай Юлий Цезарь Випсаниан,1.0,['военачальник'],,,Древний Рим
Непобедимое солнце,"Чичваркин, Евгений Александрович",1.0,"['деятель', 'предприниматель']",1974.0,,СССР
Непобедимое солнце,"Дисней, Уолт",1.0,"['сценарист', 'актёр', 'художник']",1901.0,1966.0,США
Непобедимое солнце,"Гитлер, Адольф",2.0,['деятель'],1889.0,1945.0,Цислейтания
Непобедимое солнце,Тиберий,4.0,['император'],,,Древний Рим
Непобедимое солнце,"Маск, Илон",3.0,"['деятель', 'предприниматель', 'инженер']",1971.0,,
Непобедимое солнце,"Шопенгауэр, Артур",1.0,['философ'],1788.0,1860.0,Королевство Пруссия
Непобедимое солнце,"Колчак, Александр Васильевич",1.0,"['учёный', 'деятель', 'правитель']",1874.0,1920.0,Российская империя
Непобедимое солнце,"Че Гевара, Эрнесто",1.0,"['деятель', 'революционер']",1928.0,1967.0,Куба
Непобедимое солнце,Василий Блаженный,1.0,['святой'],1462.0,1557.0,Русское царство
Непобедимое солнце,Серапис,1.0,['бог'],,,
Непобедимое солнце,Гомер,1.0,['поэт'],,,Ионийский союз
Непобедимое солнце,Александр Македонский,3.0,"['полководец', 'царь']",,,Македония
Непобедимое солнце,"Оруэлл, Джордж",2.0,"['писатель', 'критик', 'публицист', 'журналист']",1903.0,1950.0,Великобритания
Непобедимое солнце,"Сандерс, Берни",1.0,"['политик', 'деятель']",1941.0,,США
Непобедимое солнце,Гораций,1.0,['поэт'],,,Древний Рим
Непобедимое солнце,"Ницше, Фридрих",2.0,"['критик', 'композитор', 'философ']",1844.0,1900.0,Королевство Пруссия
Непобедимое солнце,"Пушкин, Александр Сергеевич",1.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
Непобедимое солнце,Одиссей,1.0,['царь'],,,
Непобедимое солнце,"Буш, Джордж (старший)",1.0,['деятель'],1924.0,2018.0,США
Непобедимое солнце,Аврелиан,1.0,['император'],,,Древний Рим
Непобедимое солнце,"Пэлтроу, Гвинет",1.0,"['писательница', 'актриса', 'певица']",1972.0,,США
Непобедимое солнце,Зевс,6.0,"['бог', 'богиня']",,,
Непобедимое солнце,"Трамп, Дональд",2.0,"['деятель', 'предприниматель']",1946.0,,США
Непобедимое солнце,"Эрдоган, Реджеп Тайип",5.0,['деятель'],1954.0,,Турция
Непобедимое солнце,Вишну,1.0,['божество'],,,
Непобедимое солнце,Хатхор,3.0,['богиня'],,,
Непобедимое солнце,Афродита,1.0,['богиня'],,,
Непобедимое солнце,Помпей,2.0,['деятель'],,,
Непобедимое солнце,Геродот,1.0,['историк'],,,Галикарнас
Непобедимое солнце,"Кастро, Фидель",7.0,"['деятель', 'революционер']",1926.0,2016.0,Куба
Непобедимое солнце,Евтихиан из Аданы,1.0,['писатель'],,,Византия
Непобедимое солнце,Гета,2.0,['император'],,,Древний Рим
Непобедимое солнце,Септимий Север,4.0,['император'],,,Древний Рим
Непобедимое солнце,Земфира,1.0,"['музыкант', 'певица', 'композитор']",1976.0,,Россия
Непобедимое солнце,Митра (божество),1.0,['божество'],,,
Непобедимое солнце,"Керенский, Александр Фёдорович",1.0,['деятель'],1881.0,1970.0,Российская республика
Непобедимое солнце,Адриан,4.0,['император'],,,Древний Рим
Непобедимое солнце,"Пирсиг, Роберт",1.0,"['писатель', 'философ']",1928.0,2017.0,США
Непобедимое солнце,"Каддафи, Муаммар",1.0,"['деятель', 'революционер']",1942.0,2011.0,Королевство Ливия
Непобедимое солнце,Артабан (царь Парфии III века н. э.),2.0,['царь'],,,Парфянское царство
Непобедимое солнце,Пертинакс,4.0,['император'],,,Древний Рим
Непобедимое солнце,"Линч, Дэвид",1.0,"['сценарист', 'актёр', 'художник']",1946.0,2025.0,США
Непобедимое солнце,"Булгаков, Михаил Афанасьевич",1.0,"['писатель', 'драматург', 'актёр', 'режиссёр']",1891.0,1940.0,Российская империя
Непобедимое солнце,"Моцарт, Вольфганг Амадей",1.0,"['музыкант', 'композитор']",1756.0,1791.0,Эрцгерцогство Австрия
Непобедимое солнце,"Кропоткин, Пётр Алексеевич",1.0,"['публицист', 'историк', 'философ', 'революционер']",1842.0,1921.0,Российская империя
Непобедимое солнце,"Бунин, Иван Алексеевич",5.0,"['писатель', 'поэт', 'переводчик']",1870.0,1953.0,Российская империя
Непобедимое солнце,"Менделеев, Дмитрий Иванович",1.0,['учёный'],1834.0,1907.0,Российская империя
Непобедимое солнце,"Достоевский, Фёдор Михайлович",1.0,"['писатель', 'публицист', 'философ']",1821.0,1881.0,Россия
Непобедимое солнце,Фредди Меркьюри,1.0,"['певец', 'композитор']",1946.0,1991.0,Великобритания
Непобедимое солнце,"Клинтон, Билл",3.0,['деятель'],1946.0,,США
Непобедимое солнце,Селена,2.0,['богиня'],,,
Непобедимое солнце,"Сталин, Иосиф Виссарионович",5.0,"['деятель', 'революционер']",1878.0,1953.0,Российская империя
Непобедимое солнце,Публий Валерий Комазон Евтихиан,1.0,['военачальник'],,,Древний Рим
Непобедимое солнце,"Ленин, Владимир Ильич",1.0,"['деятель', 'революционер']",1870.0,1924.0,Российская империя
Непобедимое солнце,Гелиос,4.0,['божество'],,,
Непобедимое солнце,"Чехов, Антон Павлович",1.0,"['писатель', 'драматург', 'публицист', 'деятель']",1860.0,1904.0,Российская империя
Непобедимое солнце,"Троцкий, Лев Давидович",1.0,"['деятель', 'революционер']",1879.0,1940.0,Российская империя
Непобедимое солнце,Будда Шакьямуни,1.0,['святой'],,,Лумбини
Непобедимое солнце,Антиной,1.0,['император'],,,Древний Рим
Непобедимое солнце,"Яман, Джан",1.0,['актёр'],1989.0,,Турция
Священная книга оборотня,"Мураками, Харуки",1.0,['писатель'],1949.0,,Япония
Священная книга оборотня,"Деррида, Жак",2.0,['философ'],1930.0,2004.0,Франция
Священная книга оборотня,Вонг Карвай,1.0,['режиссёр'],1958.0,,Британский Гонконг
Священная книга оборотня,"Норьега, Мануэль",1.0,"['деятель', 'политик']",1934.0,2017.0,Панама
Священная книга оборотня,"Беркли, Джордж",8.0,['философ'],1685.0,1753.0,Королевство Ирландия
Священная книга оборотня,"Борхес, Хорхе Луис",2.0,"['поэт', 'публицист']",1899.0,1986.0,Аргентина
Священная книга оборотня,Еврипид,1.0,['драматург'],,,Древние Афины
Священная книга оборотня,"Пикассо, Пабло",1.0,"['художник', 'скульптор']",1881.0,1973.0,Испания
Священная книга оборотня,Наполеон I,1.0,"['деятель', 'полководец', 'император', 'святой']",1769.0,1821.0,Франция
Священная книга оборотня,"Толстой, Лев Николаевич",7.0,['публицист'],1828.0,1910.0,Российская империя
Священная книга оборотня,"Уорхол, Энди",3.0,"['писатель', 'художник']",1928.0,1987.0,США
Священная книга оборотня,"Северянин, Игорь",2.0,"['поэт', 'переводчик']",1887.0,1941.0,Российская империя
Священная книга оборотня,"Ежов, Николай Иванович",4.0,['деятель'],1895.0,1940.0,Российская империя
Священная книга оборотня,Гомер,1.0,['поэт'],,,Ионийский союз
Священная книга оборотня,Диоген Лаэртский,1.0,['историк'],,,Древний Рим
Священная книга оборотня,"Маяковский, Владимир Владимирович",1.0,"['поэт', 'драматург', 'художник']",1893.0,1930.0,Российская империя
Священная книга оборотня,Маркиз де Сад,1.0,"['писатель', 'историк', 'философ', 'политик']",1740.0,1814.0,Франция
Священная книга оборотня,"Хокинг, Стивен",5.0,['писатель'],1942.0,2018.0,Великобритания
Священная книга оборотня,Моисей,1.0,['пророк'],,,Хелуан
Священная книга оборотня,Иван Грозный,1.0,['царь'],1530.0,1584.0,Великое княжество Московское
Священная книга оборотня,"Сартр, Жан-Поль",2.0,"['писатель', 'драматург', 'философ']",1905.0,1980.0,Франция
Священная книга оборотня,Александр I,2.0,"['император', 'царь']",1777.0,1825.0,Российская империя
Священная книга оборотня,"Висконти, Лукино",1.0,['режиссёр'],1906.0,1976.0,Королевство Италия
Священная книга оборотня,"Ницше, Фридрих",1.0,"['критик', 'композитор', 'философ']",1844.0,1900.0,Королевство Пруссия
Священная книга оборотня,"Штейнер, Рудольф",2.0,['мистик'],1861.0,1925.0,Австрийская империя
Священная книга оборотня,"Пушкин, Александр Сергеевич",4.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
Священная книга оборотня,"Шпенглер, Освальд",4.0,['публицист'],1880.0,1936.0,Германия
Священная книга оборотня,Гермес Трисмегист,1.0,['пророк'],,,
Священная книга оборотня,"Кастанеда, Карлос",1.0,"['писатель', 'поэт', 'мистик']",1925.0,1998.0,США
Священная книга оборотня,Гай Светоний Транквилл,1.0,"['писатель', 'учёный', 'историк']",,,
Священная книга оборотня,Юань Мэй,2.0,"['писатель', 'поэт', 'учёный']",1716.0,1797.0,империя Цин
Священная книга оборотня,Гай Юлий Цезарь,2.0,"['писатель', 'деятель', 'полководец']",,,Древний Рим
Священная книга оборотня,"Боуи, Дэвид",2.0,"['актёр', 'музыкант', 'певец', 'художник']",1947.0,2016.0,Великобритания
Священная книга оборотня,"Шопен, Фридерик",1.0,['композитор'],1810.0,1849.0,
Священная книга оборотня,"Левински, Моника",4.0,['психолог'],1973.0,,США
Священная книга оборотня,Флавий,1.0,['император'],,,
Священная книга оборотня,Нанак,1.0,['гуру'],1469.0,1539.0,Нанкана-Сахиб
Священная книга оборотня,Гиппократ,2.0,['философ'],,,Кос
Священная книга оборотня,"Абрамович, Роман Аркадьевич",3.0,['предприниматель'],1966.0,,СССР
Священная книга оборотня,"Оккам, Уильям",2.0,"['философ', 'монах']",1285.0,1347.0,Королевство Англия
Священная книга оборотня,"Витгенштейн, Людвиг",1.0,['философ'],1889.0,1951.0,Великобритания
Священная книга оборотня,"Набоков, Владимир Владимирович",10.0,"['писатель', 'поэт', 'переводчик']",1899.0,1977.0,Российская империя
Священная книга оборотня,Фенрир,7.0,['бог'],,,
Священная книга оборотня,Стендаль,1.0,['писатель'],1783.0,1842.0,Франция
Священная книга оборотня,"Гайдар, Тимур Аркадьевич",1.0,"['писатель', 'журналист']",1926.0,1999.0,Россия
Священная книга оборотня,"Джойс, Джеймс",2.0,"['писатель', 'поэт', 'журналист']",1882.0,1941.0,Ирландия
Священная книга оборотня,"Байрон, Джордж Гордон",1.0,['поэт'],1788.0,1824.0,Соединённое королевство Великобритании и Ирландии
Священная книга оборотня,"Гитлер, Адольф",3.0,['деятель'],1889.0,1945.0,Цислейтания
Священная книга оборотня,"Кинг, Стивен",1.0,['писатель'],1947.0,,США
Священная книга оборотня,"Китано, Такэси",2.0,"['писатель', 'поэт', 'сценарист', 'актёр', 'художник']",1947.0,,Япония
Священная книга оборотня,Гуру Грантх Сахиб,2.0,['гуру'],1563.0,1606.0,
Священная книга оборотня,"Кант, Иммануил",3.0,['философ'],1724.0,1804.0,Королевство Пруссия
Священная книга оборотня,"Блок, Александр Александрович",3.0,['писатель'],1880.0,1921.0,
Священная книга оборотня,Осирис,2.0,"['царь', 'бог']",,,
Священная книга оборотня,"Джаггер, Мик",4.0,"['актёр', 'музыкант']",1943.0,,Великобритания
Священная книга оборотня,Бальдр,2.0,['бог'],,,
Священная книга оборотня,"Че Гевара, Эрнесто",6.0,"['деятель', 'революционер']",1928.0,1967.0,Куба
Священная книга оборотня,"Аткинс, Кристофер",1.0,['актёр'],1961.0,,США
Священная книга оборотня,"Ягупольский, Лев Моисеевич",2.0,"['учёный', 'деятель']",1922.0,2009.0,СССР
Священная книга оборотня,Гань Бао,1.0,"['писатель', 'историк']",,,Китай
Священная книга оборотня,"Малевич, Казимир Северинович",2.0,"['художник', 'философ']",1879.0,1935.0,Российская империя
Священная книга оборотня,"Хайдеггер, Мартин",1.0,['философ'],1889.0,1976.0,Веймарская республика
Священная книга оборотня,Янус,1.0,"['бог', 'божество']",,,
Священная книга оборотня,"Бетховен, Людвиг ван",1.0,['композитор'],1770.0,1827.0,
Священная книга оборотня,Цинь Шихуанди,1.0,"['правитель', 'император']",,,Цинь
Священная книга оборотня,Мао Цзэдун,3.0,"['деятель', 'революционер']",1893.0,1976.0,империя Цин
Священная книга оборотня,"Ходасевич, Владислав Фелицианович",1.0,"['поэт', 'переводчик', 'критик', 'историк']",1886.0,1939.0,Российская империя
Священная книга оборотня,"Пруст, Марсель",1.0,"['писатель', 'поэт']",1871.0,1922.0,Франция
Священная книга оборотня,"Уайльд, Оскар",2.0,"['писатель', 'поэт']",1854.0,1900.0,Соединённое королевство Великобритании и Ирландии
Священная книга оборотня,"Маркс, Карл",1.0,"['писатель', 'поэт', 'журналист', 'историк', 'философ', 'социолог', 'деятель']",1818.0,1883.0,Королевство Пруссия
Священная книга оборотня,"Ленин, Владимир Ильич",2.0,"['деятель', 'революционер']",1870.0,1924.0,Российская империя
Священная книга оборотня,"Моисеев, Борис Михайлович",1.0,['певец'],1954.0,2022.0,СССР
Священная книга оборотня,"Ривз, Киану",1.0,"['актёр', 'музыкант']",1964.0,,Канада
Священная книга оборотня,"Кузмин, Михаил Алексеевич",2.0,"['писатель', 'поэт', 'переводчик', 'композитор']",1872.0,1936.0,Российская империя
Священная книга оборотня,Саша Чёрный,1.0,"['поэт', 'журналист']",1880.0,1932.0,Российская империя
Священная книга оборотня,"Руссо, Жан-Жак",2.0,"['писатель', 'композитор', 'философ']",1712.0,1778.0,Республика Женева
Священная книга оборотня,"Кроули, Алистер",3.0,"['писатель', 'поэт', 'художник']",1875.0,1947.0,Соединённое королевство Великобритании и Ирландии
Священная книга оборотня,"Эйнштейн, Альберт",1.0,['ученый'],1879.0,1955.0,Королевство Вюртемберг
Священная книга оборотня,"Булгаков, Михаил Афанасьевич",1.0,"['писатель', 'драматург', 'актёр', 'режиссёр']",1891.0,1940.0,Российская империя
Священная книга оборотня,"Цветаева, Марина Ивановна",1.0,['писательница'],1892.0,1941.0,Российская империя
Священная книга оборотня,Иштар,1.0,"['богиня', 'божество']",,,
Священная книга оборотня,Ли Бо,1.0,['поэт'],,,империя Тан
Священная книга оборотня,"Фуко, Мишель",2.0,"['историк', 'философ']",1926.0,1984.0,Франция
Священная книга оборотня,"Бунин, Иван Алексеевич",1.0,"['писатель', 'поэт', 'переводчик']",1870.0,1953.0,Российская империя
Священная книга оборотня,"Шварценеггер, Арнольд",2.0,"['актёр', 'деятель', 'предприниматель']",1947.0,,Австрия
Священная книга оборотня,"Палья, Камилла",12.0,"['писательница', 'критик']",1947.0,,США
Священная книга оборотня,Вёльва,1.0,['божество'],,,
Священная книга оборотня,Андрей Белый,5.0,"['писатель', 'поэт', 'критик']",1880.0,1934.0,Российская империя
Священная книга оборотня,Кали,3.0,['богиня'],,,
Священная книга оборотня,"Достоевский, Фёдор Михайлович",2.0,"['писатель', 'публицист', 'философ']",1821.0,1881.0,Россия
Священная книга оборотня,"Клинтон, Билл",1.0,['деятель'],1946.0,,США
Священная книга оборотня,"Фрейд, Зигмунд",6.0,['психолог'],1856.0,1939.0,Австрийская империя
Священная книга оборотня,Конфуций,2.0,['философ'],,,Лу
Священная книга оборотня,"Аксаков, Сергей Тимофеевич",2.0,"['писатель', 'критик', 'деятель']",1791.0,1859.0,Российская империя
Священная книга оборотня,"Де Ниро, Роберт",1.0,"['актёр', 'режиссёр']",1943.0,,США
Священная книга оборотня,"Гибсон, Мел",1.0,"['сценарист', 'актёр']",1956.0,,США
Священная книга оборотня,"Волошин, Максимилиан Александрович",1.0,"['поэт', 'переводчик', 'критик', 'художник']",1877.0,1932.0,Российская империя
Священная книга оборотня,"Гейтс, Билл",1.0,"['деятель', 'предприниматель']",1955.0,,США
Священная книга оборотня,"Шекспир, Уильям",1.0,"['поэт', 'драматург']",1564.0,1616.0,Королевство Англия
Священная книга оборотня,"Верн, Жюль",1.0,['писатель'],1828.0,1905.0,Франция
Священная книга оборотня,"Бодрийяр, Жан",1.0,"['философ', 'социолог']",1929.0,2007.0,Франция
Священная книга оборотня,"Чехов, Антон Павлович",1.0,"['писатель', 'драматург', 'публицист', 'деятель']",1860.0,1904.0,Российская империя
Священная книга оборотня,"Солженицын, Александр Исаевич",2.0,"['писатель', 'поэт', 'драматург', 'публицист', 'деятель']",1918.0,2008.0,РСФСР
Священная книга оборотня,Чингисхан,1.0,['полководец'],1155.0,1227.0,Монгольская империя
Священная книга оборотня,"Джексон, Майкл",1.0,['певец'],1958.0,2009.0,США
Чапаев и пустота,"Чапаев, Василий Иванович",348.0,['писатель'],1887.0,1919.0,Российская империя
Чапаев и пустота,"Герцен, Александр Иванович",2.0,"['писатель', 'философ']",1812.0,1870.0,Российская империя
Чапаев и пустота,"Хайдеггер, Мартин",1.0,['философ'],1889.0,1976.0,Веймарская республика
Чапаев и пустота,"Мережковский, Дмитрий Сергеевич",2.0,"['писатель', 'поэт', 'переводчик', 'критик', 'историк', 'философ', 'деятель']",1865.0,1941.0,Российская империя
Чапаев и пустота,"Сталин, Иосиф Виссарионович",4.0,"['деятель', 'революционер']",1878.0,1953.0,Российская империя
Чапаев и пустота,Лао-цзы,1.0,"['философ', 'божество']",,,Чжоу
Чапаев и пустота,"Кавабата, Ясунари",177,['писатель'],1899.0,1972.0,Япония
Чапаев и пустота,"Юнг, Карл Густав",5.0,"['философ', 'психолог']",1875.0,1961.0,Швейцария
Чапаев и пустота,"Гамсун, Кнут",1.0,"['писатель', 'поэт', 'драматург', 'публицист']",1859.0,1952.0,Норвегия
Чапаев и пустота,"Бурлюк, Давид Давидович",4.0,"['поэт', 'художник']",1882.0,1967.0,Российская империя
Чапаев и пустота,"Грибоедов, Александр Сергеевич",1.0,"['писатель', 'драматург', 'композитор', 'историк', 'лингвист']",1795.0,1829.0,Российская империя
Чапаев и пустота,"Дудаев, Джохар Мусаевич",1.0,"['деятель', 'военачальник']",1944.0,1996.0,СССР
Чапаев и пустота,Наполеон I,3.0,"['деятель', 'полководец', 'император', 'святой']",1769.0,1821.0,Франция
Чапаев и пустота,"Гоголь, Николай Васильевич",1.0,"['писатель', 'драматург', 'критик', 'публицист']",1821.0,1822.0,Российская империя
Чапаев и пустота,"Вагнер, Рихард",1.0,['композитор'],1813.0,1883.0,Королевство Саксония
Чапаев и пустота,"Сологуб, Фёдор Кузьмич",2.0,"['писатель', 'поэт', 'драматург', 'переводчик', 'публицист']",1863.0,1927.0,Российская империя
Чапаев и пустота,"Гегель, Георг Вильгельм Фридрих",2.0,['философ'],1770.0,1831.0,Королевство Вюртемберг
Чапаев и пустота,Будда Шакьямуни,4.0,['святой'],,,Лумбини
Чапаев и пустота,Чжуан Цзяжун,2.0,['спортсмен'],1985.0,,Китайская Республика (Тайвань)
Чапаев и пустота,Данте Алигьери,1.0,"['поэт', 'деятель', 'богослов']",1265.0,1321.0,Флорентийская республика
Чапаев и пустота,Александр Ярославич Невский,1.0,"['полководец', 'святой']",1221.0,1220.0,Киевская Русь
Чапаев и пустота,"Айвазовский, Иван Константинович",1.0,['живописец'],1817.0,1900.0,Российская империя
Чапаев и пустота,"Шопенгауэр, Артур",3.0,['философ'],1788.0,1860.0,Королевство Пруссия
Чапаев и пустота,"Шварценеггер, Арнольд",71.0,"['актёр', 'деятель', 'предприниматель']",1947.0,,Австрия
Чапаев и пустота,"Пушкин, Александр Сергеевич",5.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
Чапаев и пустота,"Джеймс, Уильям",1.0,"['философ', 'психолог']",1842.0,1910.0,США
Чапаев и пустота,Чжэн Цзе,1.0,['философ'],1983.0,,Китай
Чапаев и пустота,"Гитлер, Адольф",1.0,['деятель'],1889.0,1945.0,Цислейтания
Чапаев и пустота,Платон,1.0,['философ'],,,Древние Афины
Чапаев и пустота,"Гребенщиков, Борис Борисович",1.0,"['писатель', 'поэт', 'переводчик', 'музыкант', 'певец', 'композитор']",1953.0,,СССР
Чапаев и пустота,"Чехов, Антон Павлович",1.0,"['писатель', 'драматург', 'публицист', 'деятель']",1860.0,1904.0,Российская империя
Чапаев и пустота,"Ремарк, Эрих Мария",2.0,['писатель'],1898.0,1970.0,Германия
Чапаев и пустота,"Блок, Александр Александрович",4.0,['писатель'],1880.0,1921.0,
Чапаев и пустота,Батый,1.0,['правитель'],1209.0,1256.0,империя Юань
Чапаев и пустота,Дипанкара,1.0,['святой'],,,
Чапаев и пустота,"Толстой, Лев Николаевич",10.0,['публицист'],1828.0,1910.0,Российская империя
Чапаев и пустота,"Бернштейн, Эдуард",2.0,"['публицист', 'деятель']",1850.0,1932.0,Германская империя
Чапаев и пустота,"Дюма, Александр (отец)",1.0,"['писатель', 'драматург', 'журналист']",1802.0,1870.0,Франция
Чапаев и пустота,Аристотель,15.0,['философ'],,,Стагир
Чапаев и пустота,"Рильке, Райнер Мария",1.0,"['поэт', 'переводчик']",1875.0,1926.0,Германия
Чапаев и пустота,Нусрат Фатех Али Хан,1.0,"['певец', 'царь']",1948.0,1997.0,Пакистан
Чапаев и пустота,Аривара-но Нарихира,2.0,"['поэт', 'художник']",,,Япония
Чапаев и пустота,Такэда Кацуёри,2.0,"['полководец', 'правитель']",1546.0,1582.0,Япония
Чапаев и пустота,"Сталлоне, Сильвестр",2.0,"['сценарист', 'актёр']",1946.0,,США
Чапаев и пустота,"Набоков, Владимир Владимирович",2.0,"['писатель', 'поэт', 'переводчик']",1899.0,1977.0,Российская империя
Чапаев и пустота,"Чернышевский, Николай Гаврилович",2.0,"['писатель', 'критик', 'публицист', 'философ', 'революционер']",1828.0,1889.0,Российская империя
Чапаев и пустота,"Кант, Иммануил",2.0,['философ'],1724.0,1804.0,Королевство Пруссия
Чапаев и пустота,"Лермонтов, Михаил Юрьевич",3.0,"['поэт', 'драматург', 'художник']",1814.0,1841.0,Российская империя
Чапаев и пустота,"Дейнека, Александр Александрович",1.0,"['художник', 'скульптор', 'живописец']",1899.0,1969.0,Российская империя
