source,entity,count,activities,birth_year,death_year,страна
t,"Бунин, Иван Алексеевич",1.0,"['писатель', 'поэт', 'переводчик']",1870.0,1953.0,Российская империя
t,"Дюма, Александр (отец)",1.0,"['писатель', 'драматург', 'журналист']",1802.0,1870.0,Франция
t,"Фет, Афанасий Афанасьевич",1.0,"['поэт', 'переводчик']",1820.0,1892.0,Российская империя
t,Чингисхан,1.0,['полководец'],1155.0,1227.0,Монгольская империя
t,Исихий,2.0,['святой'],,,
t,"Шопен, Фридерик",1.0,['композитор'],1810.0,1849.0,
t,"Браун, Дэн",1.0,"['писатель', 'журналист', 'музыкант']",1964.0,,США
t,Магомет,1.0,['пророк'],,,Мекка
t,Микеланджело,1.0,"['поэт', 'скульптор', 'архитектор', 'живописец']",1475.0,1564.0,Флорентийская республика
t,"Каморный, Юрий Юрьевич",1.0,['актёр'],1944.0,1981.0,СССР
TRANSHUMANISM INC,Гамлет,16.0,['драматург'],,,
TRANSHUMANISM INC,"Чехов, Антон Павлович",1.0,"['писатель', 'драматург', 'публицист', 'деятель']",1860.0,1904.0,Российская империя
TRANSHUMANISM INC,Ева,17.0,['бог'],3760.0,,Эдем
TRANSHUMANISM INC,"Дилан, Боб",1.0,"['писатель', 'поэт', 'актёр', 'музыкант', 'художник']",1941.0,,США
TRANSHUMANISM INC,"Шекспир, Уильям",3.0,"['поэт', 'драматург']",1564.0,1616.0,Королевство Англия
TRANSHUMANISM INC,"Бетховен, Людвиг ван",2.0,['композитор'],,,
TRANSHUMANISM INC,"Олдмен, Гэри",3.0,"['критик', 'актёр', 'режиссёр', 'музыкант']",1958.0,,Великобритания
TRANSHUMANISM INC,Атон,1.0,['божество'],,,
TRANSHUMANISM INC,"Кобейн, Курт",2.0,['музыкант'],1967.0,1994.0,США
TRANSHUMANISM INC,Такэда Сингэн,1.0,['полководец'],1521.0,1573.0,Япония
TRANSHUMANISM INC,Александр Македонский,1.0,['полководец'],356.0,323.0,Македония
TRANSHUMANISM INC,"Гюго, Виктор",1.0,"['писатель', 'поэт', 'драматург', 'деятель']",1802.0,1885.0,Франция
TRANSHUMANISM INC,Леонардо да Винчи,1.0,"['писатель', 'музыкант', 'художник', 'скульптор', 'архитектор', 'учёный', 'изобретатель']",1452.0,1519.0,Флорентийская республика
TRANSHUMANISM INC,Вольтер,1.0,"['писатель', 'поэт', 'публицист', 'историк', 'философ']",1694.0,1778.0,Франция
TRANSHUMANISM INC,Адам,2.0,['бог'],,3074.0,Эдем
TRANSHUMANISM INC,"Ленин, Владимир Ильич",2.0,"['политик', 'деятель', 'революционер']",1870.0,1924.0,Российская империя
TRANSHUMANISM INC,"Пушкин, Александр Сергеевич",1.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
TRANSHUMANISM INC,Молох,1.0,['божество'],,,
TRANSHUMANISM INC,"Боуи, Дэвид",1.0,"['актёр', 'режиссёр', 'музыкант', 'певец', 'художник']",1947.0,2016.0,Великобритания
TRANSHUMANISM INC,"Мопассан, Ги де",1.0,['поэт'],1850.0,1893.0,Франция
TRANSHUMANISM INC,"Гитлер, Адольф",6.0,['деятель'],1889.0,1945.0,Цислейтания
TRANSHUMANISM INC,Данте Алигьери,1.0,"['поэт', 'деятель', 'богослов']",1265.0,1321.0,Флорентийская республика
TRANSHUMANISM INC,Вишну,1.0,"['бог', 'божество']",,,
TRANSHUMANISM INC,"Синклер, Эптон Билл",1.0,"['писатель', 'журналист', 'деятель']",1878.0,1968.0,США
TRANSHUMANISM INC,"Стоппард, Том",3.0,"['драматург', 'сценарист', 'критик', 'режиссёр']",1937.0,2025.0,Чехословакия
TRANSHUMANISM INC,"Моцарт, Вольфганг Амадей",1.0,"['музыкант', 'композитор']",1756.0,1791.0,Эрцгерцогство Австрия
TRANSHUMANISM INC,"Булгаков, Михаил Афанасьевич",1.0,['писатель'],1891.0,1940.0,Российская империя
TRANSHUMANISM INC,"Врубель, Михаил Александрович",1.0,['художник'],1856.0,1910.0,Российская империя
TRANSHUMANISM INC,Кришна,4.0,"['бог', 'божество']",,,
TRANSHUMANISM INC,"Толстой, Лев Николаевич",12.0,"['писатель', 'философ']",1828.0,1910.0,Российская империя
Ананасная вода для прекрасной дамы,Кришна,1.0,['божество'],,,
Ананасная вода для прекрасной дамы,"Фрейд, Зигмунд",1.0,['психолог'],1856.0,1939.0,Австрийская империя
Ананасная вода для прекрасной дамы,"Бёме, Якоб",2.0,['мистик'],1575.0,1624.0,Германия
Ананасная вода для прекрасной дамы,"Коллинз, Фил",2.0,"['актёр', 'певец']",1951.0,,Великобритания
Ананасная вода для прекрасной дамы,"Буш, Джордж (старший)",66.0,['деятель'],1924.0,2018.0,США
Ананасная вода для прекрасной дамы,"Штейнер, Рудольф",1.0,['мистик'],1861.0,1925.0,Австрийская империя
Ананасная вода для прекрасной дамы,"Сталин, Иосиф Виссарионович",11.0,"['деятель', 'революционер']",1878.0,1953.0,Российская империя
Ананасная вода для прекрасной дамы,Домициан,2.0,['император'],,,
Ананасная вода для прекрасной дамы,Мэрилин Мэнсон,1.0,"['поэт', 'журналист', 'актёр', 'певец', 'композитор', 'художник']",1969.0,,США
Ананасная вода для прекрасной дамы,"Высоцкий, Владимир Семёнович",1.0,"['поэт', 'сценарист', 'актёр']",1938.0,1980.0,СССР
Ананасная вода для прекрасной дамы,"Бубер, Мартин",7.0,['философ'],1878.0,1965.0,Веймарская республика
Ананасная вода для прекрасной дамы,Голиаф,1.0,['царь'],,,Филистия
Ананасная вода для прекрасной дамы,Джалаладдин Руми,3.0,"['поэт', 'богослов']",1207.0,1273.0,Иран
Ананасная вода для прекрасной дамы,Данте Алигьери,2.0,"['поэт', 'деятель', 'богослов']",1265.0,1321.0,Флорентийская республика
Ананасная вода для прекрасной дамы,"Кинг, Стивен",1.0,['писатель'],1947.0,,США
Ананасная вода для прекрасной дамы,"Берия, Лаврентий Павлович",9.0,['деятель'],1899.0,1953.0,Российская империя
Ананасная вода для прекрасной дамы,Кали,19.0,['богиня'],,,
Ананасная вода для прекрасной дамы,"Лужков, Юрий Михайлович",6.0,"['политик','деятель']",1936.0,2019.0,СССР
Ананасная вода для прекрасной дамы,"Троцкий, Лев Давидович",1.0,"['деятель', 'революционер']",1879.0,1940.0,Российская империя
Ананасная вода для прекрасной дамы,Иисус Христос,3.0,"['святой', 'бог']",,,Иродианская Иудея
Ананасная вода для прекрасной дамы,Роршах,2.0,['психолог'],1884.0,1922.0,
Ананасная вода для прекрасной дамы,"Ерофеев, Венедикт Васильевич",1.0,['писатель'],1938.0,1990.0,СССР
Ананасная вода для прекрасной дамы,Аристотель,42.0,['философ'],,,Стагир
Ананасная вода для прекрасной дамы,"Делакруа, Эжен",1.0,"['критик', 'живописец', 'гравёр']",1798.0,1863.0,Франция
Ананасная вода для прекрасной дамы,"Гиммлер, Генрих",1.0,['деятель'],1900.0,1945.0,Нацистская Германия
Ананасная вода для прекрасной дамы,Вишну,1.0,['божество'],,,
Ананасная вода для прекрасной дамы,"Ельцин, Борис Николаевич",2.0,['деятель'],1931.0,2007.0,СССР
Ананасная вода для прекрасной дамы,"Исмаилов, Тельман Марданович",1.0,['предприниматель'],1956.0,,СССР
Ананасная вода для прекрасной дамы,Сократ,2.0,['философ'],,,Древние Афины
Ананасная вода для прекрасной дамы,"Хрущёв, Никита Сергеевич",6.0,['деятель'],1894.0,1971.0,Российская империя
Ананасная вода для прекрасной дамы,"Абрамович, Роман Аркадьевич",2.0,['предприниматель'],1966.0,,СССР
Ананасная вода для прекрасной дамы,"Андреев, Даниил Леонидович",3.0,"['писатель', 'поэт', 'философ', 'мистик']",1906.0,1959.0,Российская империя
Ананасная вода для прекрасной дамы,Диоген,2.0,['философ'],,,Синоп
Ананасная вода для прекрасной дамы,"Каульбах, Фридрих Август фон",2.0,['живописец'],1884.0,,Германия
Ананасная вода для прекрасной дамы,"Гейтс, Билл",1.0,"['деятель', 'предприниматель']",1955.0,,США
Ананасная вода для прекрасной дамы,"Петров, Олег",1.0,"['писатель', 'критик', 'историк']",1947.0,,
Ананасная вода для прекрасной дамы,"Путин, Владимир Владимирович",2.0,['деятель'],1952.0,,СССР
Ананасная вода для прекрасной дамы,"Брежнев, Леонид Ильич",2.0,['деятель'],1906.0,1982.0,Российская империя
Ананасная вода для прекрасной дамы,Ганеша,1.0,['бог'],,,
Ананасная вода для прекрасной дамы,"Микоян, Анастас Иванович",4.0,"['деятель', 'революционер']",1895.0,1978.0,Российская империя
Ананасная вода для прекрасной дамы,"Сологуб, Фёдор Кузьмич",1.0,"['писатель', 'поэт', 'драматург', 'переводчик', 'публицист']",1863.0,1927.0,Российская империя
Ананасная вода для прекрасной дамы,Платон,6.0,['философ'],,,Древние Афины
Ананасная вода для прекрасной дамы,"Спилберг, Стивен",1.0,"['сценарист', 'режиссёр']",1946.0,,США
Ананасная вода для прекрасной дамы,"Шукшин, Василий Макарович",1.0,"['писатель', 'сценарист', 'деятель']",1929.0,1974.0,СССР
Ананасная вода для прекрасной дамы,"Грызлов, Борис Вячеславович",1.0,['деятель'],1950.0,,СССР
Ананасная вода для прекрасной дамы,Шри Ауробиндо,2.0,"['поэт', 'философ', 'революционер', 'гуру']",1872.0,1950.0,Британская Индия
Ананасная вода для прекрасной дамы,Майстер Экхарт,1.0,['философ'],1260.0,1328.0,Германия
Ананасная вода для прекрасной дамы,"Хендрикс, Джими",2.0,"['певец', 'композитор']",1942.0,1970.0,США
Ананасная вода для прекрасной дамы,Сатья Саи Баба,9.0,['гуру'],1926.0,2011.0,Британская Индия
Ананасная вода для прекрасной дамы,Александр Македонский,1.0,"['полководец', 'царь']",,,Македония
Ананасная вода для прекрасной дамы,"Блэр, Тони",5.0,['деятель'],1953.0,,Великобритания
Ананасная вода для прекрасной дамы,"Солженицын, Александр Исаевич",1.0,"['писатель', 'поэт', 'драматург', 'публицист', 'деятель']",1918.0,2008.0,РСФСР
Ананасная вода для прекрасной дамы,"Кастанеда, Карлос",2.0,"['писатель', 'поэт', 'мистик']",1925.0,1998.0,США
Ананасная вода для прекрасной дамы,Саади,1.0,['поэт'],1200.0,1292.0,Шираз
Ананасная вода для прекрасной дамы,"Мифунэ, Тосиро",1.0,['актёр'],1920.0,1997.0,Япония
Ананасная вода для прекрасной дамы,"Пушкин, Александр Сергеевич",10.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
Ананасная вода для прекрасной дамы,"Чубайс, Анатолий Борисович",1.0,['деятель'],1955.0,,СССР
Ананасная вода для прекрасной дамы,"Державин, Гавриил Романович",1.0,"['поэт', 'деятель']",1743.0,1816.0,Российская империя
Ананасная вода для прекрасной дамы,"Сигал, Стивен",1.0,"['сценарист', 'актёр', 'музыкант']",1952.0,,США
Ананасная вода для прекрасной дамы,"Коэн, Леонард",1.0,"['писатель', 'поэт', 'певец']",1934.0,2016.0,Канада
Ананасная вода для прекрасной дамы,"Уинфри, Опра",1.0,"['актриса', 'деятель']",1954.0,,США
Ананасная вода для прекрасной дамы,"Гайдар, Егор Тимурович",2.0,['деятель'],1956.0,2009.0,Россия
Ананасная вода для прекрасной дамы,"Фейт, Филипп",2.0,['живописец'],1793.0,1877.0,Королевство Пруссия
Ананасная вода для прекрасной дамы,"Бердяев, Николай Александрович",1.0,"['философ', 'социолог']",1874.0,1948.0,Франция
Ананасная вода для прекрасной дамы,"Джобс, Стив",1.0,"['предприниматель', 'изобретатель']",1955.0,2011.0,США
Ананасная вода для прекрасной дамы,"Бродский, Иосиф Александрович",2.0,"['поэт', 'драматург', 'переводчик']",1940.0,1996.0,СССР
Ананасная вода для прекрасной дамы,Кали (богиня),1.0,['богиня'],,,
Ананасная вода для прекрасной дамы,Прометей,1.0,['царь'],,,
Ананасная вода для прекрасной дамы,"Ленин, Владимир Ильич",1.0,"['деятель', 'революционер']",1870.0,1924.0,Российская империя
Ананасная вода для прекрасной дамы,"Кадыров, Рамзан Ахматович",2.0,['деятель'],1976.0,,СССР
Ананасная вода для прекрасной дамы,"Вивальди, Антонио",1.0,"['композитор', 'священник']",1678.0,1741.0,Венецианская республика
Ананасная вода для прекрасной дамы,"Маяковский, Владимир Владимирович",1.0,"['поэт', 'драматург', 'художник']",1893.0,1930.0,Российская империя
Ананасная вода для прекрасной дамы,Давид,1.0,['царь'],,,Израильское царство
Ананасная вода для прекрасной дамы,Архимед,1.0,"['учёный', 'инженер']",,,Сиракузы
Ананасная вода для прекрасной дамы,"Жижек, Славой",2.0,"['переводчик', 'философ']",1949.0,,Словения
Ананасная вода для прекрасной дамы,Перун,1.0,['бог'],,,
Ананасная вода для прекрасной дамы,Аллах,3.0,['бог'],,,
Ананасная вода для прекрасной дамы,"Рамсфелд, Дональд",1.0,['деятель'],1932.0,2021.0,США
Ананасная вода для прекрасной дамы,Главкон (философ),3.0,['философ'],,,Древние Афины
Ананасная вода для прекрасной дамы,"Эйнштейн, Альберт",1.0,['ученый'],1879.0,1955.0,Королевство Вюртемберг
Ананасная вода для прекрасной дамы,"Эренбург, Илья Григорьевич",1.0,"['писатель', 'поэт', 'переводчик', 'публицист', 'журналист', 'деятель']",1891.0,1967.0,Российская империя
Ананасная вода для прекрасной дамы,"Набоков, Владимир Владимирович",1.0,"['писатель', 'поэт', 'переводчик']",1899.0,1977.0,Российская империя
Ананасная вода для прекрасной дамы,"Гитлер, Адольф",7.0,['деятель'],1889.0,1945.0,Цислейтания
Ананасная вода для прекрасной дамы,Василий Блаженный,1.0,['святой'],1462.0,1557.0,Русское царство
Ананасная вода для прекрасной дамы,"Уорхол, Энди",1.0,"['писатель', 'художник']",1928.0,1987.0,США
Ананасная вода для прекрасной дамы,"Шиллинг, Иоганнес",1.0,['скульптор'],1828.0,1910.0,Королевство Саксония
Бэтман Аполло,Кришна,1.0,['божество'],,,
Бэтман Аполло,Арриан,2.0,['историк'],,,Древний Рим
Бэтман Аполло,Таранис,1.0,['бог'],,,
Бэтман Аполло,"Фрейд, Зигмунд",1.0,['психолог'],1856.0,1939.0,Австрийская империя
Бэтман Аполло,Тиберий,1.0,['император'],,,Древний Рим
Бэтман Аполло,Осирис,203.0,"['царь', 'бог']",,,
Бэтман Аполло,Ротшильд,1.0,['предприниматель'],,,
Бэтман Аполло,"Беккет, Сэмюэл",1.0,"['писатель', 'поэт', 'драматург']",1906.0,1989.0,Ирландия
Бэтман Аполло,"Бубер, Мартин",1.0,['философ'],1878.0,1965.0,Веймарская республика
Бэтман Аполло,Аид,3.0,['бог'],,,
Бэтман Аполло,Брама,3.0,['божество'],,,
Бэтман Аполло,Иван Грозный,1.0,['царь'],1530.0,1584.0,Великое княжество Московское
Бэтман Аполло,Иисус Христос,1.0,"['святой', 'бог']",,,Иродианская Иудея
Бэтман Аполло,"Горький, Максим",1.0,"['писатель', 'поэт', 'драматург', 'публицист', 'журналист', 'деятель']",1868.0,1936.0,Российская империя
Бэтман Аполло,Кронос,2.0,"['бог', 'божество']",,,
Бэтман Аполло,"Дали, Сальвадор",3.0,"['писатель', 'режиссёр', 'скульптор', 'живописец']",1904.0,1989.0,Испания
Бэтман Аполло,"Марли, Боб",2.0,"['музыкант', 'композитор']",1945.0,1981.0,Ямайка
Бэтман Аполло,"Фуко, Мишель",1.0,"['историк', 'философ']",1926.0,1984.0,Франция
Бэтман Аполло,Григорий Нисский,1.0,"['философ', 'богослов', 'святой']",,,Кайсери
Бэтман Аполло,Сандро Боттичелли,1.0,['живописец'],1445.0,1510.0,Италия
Бэтман Аполло,"Лакан, Жак",1.0,['философ'],1901.0,1981.0,Франция
Бэтман Аполло,Иштар,64.0,"['богиня', 'божество']",,,
Бэтман Аполло,Стендаль,3.0,['писатель'],1783.0,1842.0,Франция
Бэтман Аполло,Баал,3.0,['бог'],,,
Бэтман Аполло,"Дилан, Боб",2.0,"['писатель', 'поэт', 'художник']",1941.0,,США
Бэтман Аполло,"Ельцин, Борис Николаевич",1.0,['деятель'],1931.0,2007.0,СССР
Бэтман Аполло,"Коннор, Шон",2.0,[],1975.0,,Великобритания
Бэтман Аполло,"Вертинский, Александр Николаевич",1.0,"['поэт', 'певец', 'композитор']",1889.0,1957.0,Российская империя
Бэтман Аполло,"Кастанеда, Карлос",2.0,"['писатель', 'поэт', 'мистик']",1925.0,1998.0,США
Бэтман Аполло,"Дантон, Жорж Жак",1.0,"['деятель', 'революционер']",1759.0,1794.0,Франция
Бэтман Аполло,"Путин, Владимир Владимирович",2.0,['деятель'],1952.0,,СССР
Бэтман Аполло,Гера,97.0,['богиня'],,,
Бэтман Аполло,"Жуков, Георгий Константинович",1.0,['деятель'],1896.0,1974.0,Российская империя
Бэтман Аполло,"Стокер, Брэм",1.0,"['писатель', 'критик']",1847.0,1912.0,Соединённое королевство Великобритании и Ирландии
Бэтман Аполло,"Мережковский, Дмитрий Сергеевич",1.0,"['писатель', 'поэт', 'переводчик', 'критик', 'историк', 'философ', 'деятель']",1865.0,1941.0,Российская империя
Бэтман Аполло,Эзус,2.0,"['поэт', 'бог']",,,
Бэтман Аполло,"Чехов, Антон Павлович",1.0,"['писатель', 'драматург', 'публицист', 'деятель']",1860.0,1904.0,Российская империя
Бэтман Аполло,Тевтат,2.0,['бог'],,,
Бэтман Аполло,"Сахаров, Андрей Дмитриевич",2.0,['деятель'],1921.0,1989.0,СССР
Бэтман Аполло,"Эмануэль, Рам",3.0,['деятель'],1959.0,,США
Бэтман Аполло,"Лермонтов, Михаил Юрьевич",2.0,"['поэт', 'драматург', 'художник']",1814.0,1841.0,Российская империя
Бэтман Аполло,"Солженицын, Александр Исаевич",3.0,"['писатель', 'поэт', 'драматург', 'публицист', 'деятель']",1918.0,2008.0,РСФСР
Бэтман Аполло,"Куросава, Акира",1.0,['сценарист'],1910.0,1998.0,Японская империя
Бэтман Аполло,Энлиль,18.0,['бог'],,,
Бэтман Аполло,"Хрущёв, Никита Сергеевич",1.0,['деятель'],1894.0,1971.0,Российская империя
Бэтман Аполло,Бальдр,3.0,['бог'],,,
Бэтман Аполло,Нострадамус,2.0,"['писатель', 'поэт']",1503.0,1566.0,Королевство Франция
Бэтман Аполло,Елизавета II,1.0,['правитель'],1926.0,2022.0,Великобритания
Бэтман Аполло,"Мёрдок, Руперт",2.0,['предприниматель'],1931.0,,США
Бэтман Аполло,"Пастернак, Борис Леонидович",1.0,"['поэт', 'переводчик']",1890.0,1960.0,Российская империя
Бэтман Аполло,Платон,2.0,['философ'],,,Древние Афины
Бэтман Аполло,"Уайльд, Оскар",2.0,"['писатель', 'поэт']",1854.0,1900.0,Соединённое королевство Великобритании и Ирландии
Бэтман Аполло,Александр Македонский,1.0,"['полководец', 'царь']",,,Македония
Бэтман Аполло,"Островский, Александр Николаевич",2.0,['драматург'],1823.0,1886.0,
Бэтман Аполло,Мардук,5.0,"['бог', 'божество']",,,
Бэтман Аполло,"Пушкин, Александр Сергеевич",1.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
Бэтман Аполло,"Чубайс, Анатолий Борисович",1.0,['деятель'],1955.0,,СССР
Бэтман Аполло,"Полидори, Джон",1.0,['писатель'],1795.0,1821.0,Соединённое королевство Великобритании и Ирландии
Бэтман Аполло,"Есенин, Сергей Александрович",1.0,"['писатель', 'поэт']",1895.0,1925.0,Российская империя
Бэтман Аполло,Гелиогабал,2.0,['император'],,,Древний Рим
Бэтман Аполло,"Оккам, Уильям",1.0,"['философ', 'монах']",1285.0,1347.0,Королевство Англия
Бэтман Аполло,"Тургенев, Иван Сергеевич",5.0,"['писатель', 'поэт', 'драматург', 'переводчик', 'публицист']",1818.0,1883.0,Российская империя
Бэтман Аполло,"Набоков, Владимир Владимирович",2.0,"['писатель', 'поэт', 'переводчик']",1899.0,1977.0,Российская империя
Бэтман Аполло,Айн Рэнд,4.0,"['писательница', 'драматург', 'сценарист', 'философ']",1905.0,1982.0,Российская империя
Бэтман Аполло,Пётр I,4.0,"['император', 'царь']",1672.0,1725.0,Русское царство
Бэтман Аполло,"Толстой, Лев Николаевич",1.0,['публицист'],1828.0,1910.0,Российская империя
Бэтман Аполло,"Буш, Джордж (старший)",1.0,['деятель'],1924.0,2018.0,США
Бэтман Аполло,"Джобс, Стив",2.0,"['предприниматель', 'изобретатель']",1955.0,2011.0,США
Бэтман Аполло,"Бродский, Иосиф Александрович",2.0,"['поэт', 'драматург', 'переводчик']",1940.0,1996.0,СССР
Бэтман Аполло,Леонардо да Винчи,2.0,"['писатель', 'музыкант', 'художник', 'скульптор', 'архитектор', 'живописец', 'учёный', 'изобретатель']",1452.0,1519.0,Флорентийская республика
Бэтман Аполло,Вергилий,1.0,['поэт'],,,Древний Рим
Бэтман Аполло,Мара,3.0,['богиня'],,,
Бэтман Аполло,"Булгаков, Михаил Афанасьевич",2.0,"['писатель', 'драматург', 'актёр', 'режиссёр']",1891.0,1940.0,Российская империя
Бэтман Аполло,"Ленин, Владимир Ильич",1.0,"['деятель', 'революционер']",1870.0,1924.0,Российская империя
Бэтман Аполло,"Сталин, Иосиф Виссарионович",4.0,"['деятель', 'революционер']",1878.0,1953.0,Российская империя
Бэтман Аполло,Давид,1.0,['царь'],,,Израильское царство
Бэтман Аполло,Будда Шакьямуни,1.0,"['философ', 'святой']",,,Лумбини
Бэтман Аполло,"Гитлер, Адольф",1.0,['деятель'],1889.0,1945.0,Цислейтания
Возвращение Синей Бороды,Жанна д’Арк,19.0,['деятель'],1412.0,1431.0,Королевство Франция
Возвращение Синей Бороды,"Джаггер, Мик",1.0,"['актёр', 'музыкант']",1943.0,,Великобритания
Возвращение Синей Бороды,"Ельцин, Борис Николаевич",1.0,['деятель'],1931.0,2007.0,СССР
Возвращение Синей Бороды,"Гроф, Станислав",2.0,['психолог'],1931.0,,Чехословакия
Возвращение Синей Бороды,"Сартр, Жан-Поль",9.0,"['писатель', 'драматург', 'философ']",1905.0,1980.0,Франция
Возвращение Синей Бороды,"Ухтомский, Эспер Эсперович",1.0,"['поэт', 'переводчик', 'публицист']",1861.0,1921.0,Российская империя
Возвращение Синей Бороды,"Оруэлл, Джордж",4.0,"['писатель', 'критик', 'публицист', 'журналист']",1903.0,1950.0,Великобритания
Возвращение Синей Бороды,"Шелдрейк, Руперт",1.0,"['писатель', 'психолог']",1942.0,,Великобритания
Возвращение Синей Бороды,"Герберт, Фрэнк",1.0,['писатель'],1920.0,1986.0,США
Возвращение Синей Бороды,"Болдуин, Алек",1.0,"['писатель', 'актёр', 'режиссёр']",1958.0,,США
Возвращение Синей Бороды,Моисей,2.0,['пророк'],1393.0,1273.0,Хелуан
Возвращение Синей Бороды,"Твен, Марк",1.0,"['писатель', 'публицист', 'журналист', 'философ', 'деятель']",1835.0,1910.0,США
Возвращение Синей Бороды,Вельзевул,3.0,['бог'],,,
Возвращение Синей Бороды,Хапи,1.0,['бог'],,,
Возвращение Синей Бороды,"Шопенгауэр, Артур",1.0,['философ'],1788.0,1860.0,Королевство Пруссия
Возвращение Синей Бороды,Уаджет,1.0,['бог'],,,
Возвращение Синей Бороды,"Сорос, Джордж",7.0,['деятель'],1930.0,,США
Возвращение Синей Бороды,Фома Аквинский,1.0,"['философ', 'святой']",1225.0,1274.0,castle of the counts of Aquino
Возвращение Синей Бороды,"Циммер, Ханс",1.0,"['режиссёр', 'композитор']",1957.0,,Германия
Возвращение Синей Бороды,Сократ,1.0,['философ'],470.0,399.0,Древние Афины
Возвращение Синей Бороды,"Камю, Альбер",2.0,"['писатель', 'драматург', 'публицист', 'журналист', 'философ']",1913.0,1960.0,Франция
Возвращение Синей Бороды,"Андреев, Даниил Леонидович",1.0,"['писатель', 'поэт', 'философ']",1906.0,1959.0,Российская империя
Возвращение Синей Бороды,Джин Уайлдер,12.0,"['писатель', 'сценарист', 'актёр', 'режиссёр']",1933.0,2016.0,США
Возвращение Синей Бороды,"Левински, Моника",1.0,"['психолог', 'предприниматель']",1973.0,,США
Возвращение Синей Бороды,Вангелис,1.0,['композитор'],1943.0,2022.0,Греция
Возвращение Синей Бороды,"Хокинг, Стивен",2.0,['писатель'],1942.0,2018.0,Великобритания
Возвращение Синей Бороды,Конфуций,2.0,['философ'],552.0,479.0,Лу
Возвращение Синей Бороды,"Бодрийяр, Жан",3.0,"['критик', 'философ', 'социолог', 'политик']",1929.0,2007.0,Франция
Возвращение Синей Бороды,"Штейнер, Рудольф",1.0,['философ'],1861.0,1925.0,Австрийская империя
Возвращение Синей Бороды,Бафомет,2.0,['философ'],,,
Возвращение Синей Бороды,Аллах,1.0,"['пророк', 'бог', 'божество']",,,
Возвращение Синей Бороды,Бэнкси,2.0,"['режиссёр', 'художник']",1973.0,,Великобритания
Возвращение Синей Бороды,Исида,2.0,['бог'],,,
Возвращение Синей Бороды,"Гюго, Виктор",1.0,"['писатель', 'поэт', 'драматург', 'деятель']",1802.0,1885.0,Франция
Возвращение Синей Бороды,"Джонсон, Борис",1.0,['деятель'],1964.0,,США
Возвращение Синей Бороды,Сехмет,2.0,['бог'],,,
Возвращение Синей Бороды,"Рамсфелд, Дональд",1.0,"['политик', 'деятель']",1932.0,2021.0,США
Возвращение Синей Бороды,"Толстой, Лев Николаевич",1.0,['публицист'],1828.0,1910.0,Российская империя
Возвращение Синей Бороды,"Кроули, Алистер",1.0,"['писатель', 'поэт', 'художник']",1875.0,1947.0,Соединённое королевство Великобритании и Ирландии
Возвращение Синей Бороды,"Маслоу, Абрахам",3.0,"['социолог', 'психолог']",1908.0,1970.0,США
Возвращение Синей Бороды,Гроф,1.0,"['философ', 'психолог']",,,
Возвращение Синей Бороды,Платон,2.0,['философ'],427.0,347.0,Древние Афины
Возвращение Синей Бороды,"Брюсов, Валерий Яковлевич",1.0,"['писатель', 'критик', 'историк']",1873.0,1924.0,Российская империя
Возвращение Синей Бороды,"Кольридж, Сэмюэл Тейлор",3.0,"['поэт', 'критик', 'литератор', 'философ']",1772.0,1834.0,Королевство Великобритания
Возвращение Синей Бороды,"Перро, Шарль",1.0,"['поэт', 'критик']",1628.0,1703.0,Королевство Франция
Возвращение Синей Бороды,"Томпсон, Хантер Стоктон",1.0,"['писатель', 'журналист']",1937.0,2005.0,США
Возвращение Синей Бороды,"Гейтс, Билл",4.0,"['деятель', 'предприниматель']",1955.0,,США
Возвращение Синей Бороды,Бейонсе,2.0,"['актриса', 'певица', 'деятель']",,,
Возвращение Синей Бороды,"Рассел, Бертран",1.0,"['философ', 'деятель']",1872.0,1970.0,Великобритания
Возвращение Синей Бороды,Нут,1.0,"['бог']",,,
Возвращение Синей Бороды,Гай Светоний Транквилл,2.0,"['писатель', 'учёный', 'историк']",,,
Возвращение Синей Бороды,Андрей Белый,1.0,"['писатель', 'поэт', 'критик']",1880.0,1934.0,Российская империя
Возвращение Синей Бороды,Пифагор,1.0,['философ'],550.0,490.0,Самос
Возвращение Синей Бороды,"Трамп, Дональд",4.0,"['деятель', 'предприниматель']",1946.0,,США
Возвращение Синей Бороды,"Гурджиев, Георгий Иванович",5.0,"['писатель', 'композитор', 'философ', 'священник']",1866.0,1949.0,Российская империя
Возвращение Синей Бороды,Маат,10.0,['бог'],,,
Возвращение Синей Бороды,Гераклит,2.0,['философ'],535.0,470.0,Эфес
Возвращение Синей Бороды,Махавира,1.0,['философ'],599.0,527.0,Видеха
Возвращение Синей Бороды,Фенрир,1.0,['бог'],,,
Возвращение Синей Бороды,"Ницше, Фридрих",2.0,"['критик', 'композитор', 'художник', 'философ']",1844.0,1900.0,Королевство Пруссия
Возвращение Синей Бороды,Осирис,3.0,['бог'],,,
Возвращение Синей Бороды,Дион Кассий,1.0,['историк'],150.0,229.0,Древний Рим
Возвращение Синей Бороды,"Шекспир, Уильям",4.0,"['поэт', 'драматург']",1564.0,1616.0,Королевство Англия
